subject,Af3,Af4,Af7,Af8,Afz,C1,C2,C3,C4,C5,C6,Cp1,Cp2,Cp3,Cp4,Cp5,Cp6,Cpz,Cz,F1,F2,F3,F4,F5,F6,F7,F8,Fc1,Fc2,Fc3,Fc4,Fc5,Fc6,Fcz,Fp1,Fp2,Fpz,Ft7,Ft8,Fz,Iz,O1,O2,Oz,P1,P2,P3,P4,P5,P6,P7,P8,Po3,Po4,Po7,Po8,Poz,Pz,T10,T7,T8,T9,Tp7,Tp8
001,0.44437984964524807,-0.3970052551309808,0.9648607860529399,-0.19332714153007563,0.07030980016996918,1.1836920745992554,-0.415263474087158,0.36783424410341126,-0.986439816103827,-0.20552103891149137,-3.378452282450606,1.473513390360301,1.0932242284514924,0.435365352824056,0.7684659861274112,0.5204522828224067,-0.5258754995194928,1.5144117989996337,2.538857176665029,-0.208916768839095,-0.23849378789519443,0.3024565626874724,-0.5064295568392787,0.2694866120896351,-1.0129413143796597,0.18632180275875643,-1.592204412843944,0.6243137743915197,0.2954391034360768,0.6354172406536028,-1.8643505906989954,-0.37750280783864565,-2.8292820299363335,1.2837790802079347,-0.39277724403262226,-1.2066978709831555,0.06343746898922847,0.10986935986195906,-2.5184359589476877,-0.3766479699545206,-1.0686391422718695,-1.471827419521797,-1.4286147696698253,-1.8240683573087746,0.7809732367546742,1.472802643865223,-0.9229793676657811,0.9035344954828688,-1.0739820859300986,0.5313125557621591,-0.7152246043224628,-0.8602248010658171,-0.3250882797443233,0.8977002818269735,-1.4166778211892734,-0.8632565063278165,-0.0150392104552321,1.0332874387689244,1.5904784483353174,-1.327687786631259,-3.889262243164064,-1.3422496564616984,-2.0855551393626857,0.019989287431576075
002,-1.9047239629593182,-0.4372351946944657,-0.8186553507134119,-0.959351728214278,0.1421769803753573,-0.7415435736569266,1.0635530174110726,-0.11936322468248833,0.7050212067161015,-0.16531079778250268,1.2890360439774187,-0.04497132865219122,0.24903004675336382,0.6876213675826424,-0.8785288350491532,-1.232030429564904,0.4074568360834206,-0.04231867423094349,-0.5287064725123286,-0.540707762506415,-0.7480820338729728,-1.3199854450022845,-0.08601416167969173,-2.0358573764816867,-0.836996102458489,-1.8473509638410466,-0.32955076119947146,-0.44041168812640763,-0.41606274360979284,-0.09180187323879546,0.8672565718440745,-2.402854542887587,-1.0953326150251026,0.1689418035704034,0.3630397838122691,-0.6396424215843359,-1.5727113966679167,-2.8841729970963272,0.39072330807443534,-0.6926660812223482,0.5035677407528489,1.9681020000462863,0.15056436551763874,0.6341931803729792,-0.01480972142202086,0.3570077037205157,0.26866926723023243,0.590518633301377,1.4896359380727098,-0.08851823395289671,0.7553961318513494,-0.008443066239178842,0.9162837084739264,0.41927319586204187,1.1544601034244772,0.9091531531255532,0.10093621438637551,-0.2506872563165856,-0.09957062646688752,0.9377747271479512,0.4562582875893355,-1.7266996444312457,-0.3119737467132289,0.26248955966222837
003,-0.221050271447088,-0.8458513631709836,-1.5728716867078383,-0.9543812205200185,-0.6011727093437863,-0.8201520173656753,-1.439179080864641,-0.8867388039923714,-2.892439438290006,-0.9818582663533266,-1.6509180854484016,-1.4421527860541106,-1.2305921252751149,-1.592791896238504,-2.4602841589132414,-2.575693407191929,-1.9079298378650742,-1.3541626243647358,-1.0178135041806695,-0.5083343163703187,-0.868944238565673,-0.9075032415381512,-0.6225032583134855,-0.7589163084564708,-1.0935609373628274,-1.1254513858350084,-0.559861004715528,-0.6973498071488939,-1.1905871663980805,-1.5384124213692403,-0.698054879436584,-0.9941458549615623,-0.5856392831755585,-1.304440533441388,-0.7116834594453545,-0.5875795464584475,-1.0969292192872415,1.7373088071301046,-2.4854384223053216,-1.1182831917951752,-2.630101430360104,-3.636066942407002,-1.5447396782438545,-2.565205618803602,-2.4628376267668037,-2.2361055408526114,-2.3881577980637196,-2.3368034470528904,-2.9687557531550013,-1.6296948300461156,-3.393485568027411,-2.8164242525627747,-2.98088918434232,-2.1035757889953137,-3.679547111293763,-2.3520749865508974,-2.0914357068249205,-1.598506367262399,-2.8057224655679693,-1.9989530596933336,-3.2597627109876663,-0.9874841342938485,-1.7140779126558336,-1.3000559107167267
004,-2.4824807535940816,1.376171230632464,0.4086246165943636,1.5757154105331124,1.011544948008088,1.8010831350997314,1.0572400869839926,1.7635589994372913,1.2058286003746566,1.353065020199287,0.23267922954560905,0.5684665168832609,0.9390249482771933,1.0651881659515388,1.8738488989994542,1.4444734970840836,-0.4009438093577586,0.2905718778891407,1.1668819259432177,0.31590617743073035,0.7063288736106678,1.3511903050048297,-0.21574468780495037,-1.511142811791298,0.7769200108805664,0.800996799025206,-0.15564704732014673,1.6111895087325911,0.3969561681260585,0.7499606937111964,0.666380095192626,0.39638928848993404,0.14318672374604935,0.5672157439754864,-0.682345375003772,1.1425959052028856,1.3159809594033918,0.2624475170763453,-0.10157815714137058,0.5643094692454713,-0.5009892561287417,0.8318876296605475,1.3026349018592371,0.011400216219039472,0.983421189629149,0.52068240154828,1.245212224793221,1.9171774821714267,1.375024493740597,0.9050115601054017,1.0877597628801208,1.7070850853360744,1.8543953895505194,0.7449146977471774,0.3488290328681594,0.8446693017707699,0.892615919276958,0.13552421431435924,-0.3858661329370488,0.037931251760601636,-0.8133950574546557,0.55012719547394,1.6196145649568157,0.2989181224714054
005,-1.108770130794517,-0.22973149814026006,-0.021226007140184244,1.1015776686057597,-1.5034993465556428,-0.09527197883546751,-0.4823786614684964,-0.49703977891356826,-1.4431573254199888,-0.6782230207836171,-0.7823536471271638,-0.9963472152452715,-1.0728852451395277,-1.5878523557257327,-1.2502583597206927,1.1012669330933853,-1.0333400569991003,0.19220204313413808,0.552870115811787,-0.4319288511360444,0.9646639835038346,-1.4191680163157478,1.1572874345457942,0.023360250330347998,-0.5243908590017049,2.0739732564255537,-0.22061337403373948,-0.9716776647669434,1.3973418945125788,-2.3826614775848665,0.9446460900667376,1.2155899309409122,0.4053207613627715,-1.2287324728210303,-2.189294926433325,0.4144118334561496,-0.9624082998437256,-1.1707537032166164,-1.2356756791054078,0.48123837838410927,1.401005730769442,-0.36508445618519897,-1.6313598587832305,-0.18966490591069268,1.314349552566308,0.3049068780954215,-0.3960723540433685,-0.11731100504516839,-1.7382726002682483,-0.8098167543759862,-1.2354414760180137,-0.5038041165803301,0.38631321764743326,-1.2853848047290866,-0.23076992138808883,2.662988339807623,0.7054847134430742,0.33294159144637425,-1.6287273081900828,2.1358652525165187,-0.35245462972698033,-1.6403219047956314,-0.9673787422210184,-1.3347144718797788
006,1.7087083265505312,2.4107559930867337,1.5513285198532127,1.5602847746363806,1.6084897893125976,1.0247945396395566,0.4013256706771971,1.6794180364466351,-0.5472268921728831,0.7458214882186013,1.6514637833806218,1.4098940855084396,0.7761289646197493,1.0374951391306615,-0.32593781169914937,-0.08917782429720744,-0.45375870101516996,0.25087066628036625,0.47162461833319796,0.5997786776461773,1.620833371794874,0.19602395523728156,1.796248267434159,0.3410827287731568,2.514665798329745,-0.3316589203177397,1.779951528492624,0.5156160733032837,0.5937271827132025,0.6697484062057275,0.887205470071166,-0.025334801805625695,0.8147544169999992,1.6577521357593878,1.3487795211655982,1.9803219419589337,1.5314932215965436,-0.9143708076358106,1.1766673723902772,0.3404271135512875,-0.3682984738018146,-0.3361454297394079,0.8545254899818282,1.3506414188704468,-0.31939002043755105,1.486234390391064,-0.19701334795570408,0.632709405989141,-0.5141612465295832,0.919830835865574,-0.3047831666777119,1.1526407307354387,-0.7719077857753545,1.3273964915004641,-1.1120952835912523,1.3687097292752681,0.47451370933655146,0.22580379533347555,1.5803091294246143,-0.5734958800359672,1.0312261692708429,-0.003906431206388672,0.8824991824985023,1.0560818750682048
007,0.7961468464403278,0.9446706560610675,-0.01138663197016554,0.9495073027712919,0.5815759485191447,-0.14765249696769644,-1.5668124747956704,-1.433718537644087,-1.4982398766509735,-5.038166984514853,-2.5405597102604993,-0.5803705840219706,-0.9160903831013809,-1.490072213468303,-0.6788684716218474,-1.7538836868575471,-1.3164268800031425,0.05456196187107004,0.05920334235786806,0.00949519298448298,-0.023561839633275405,-0.5400071893514959,-0.536515067024383,-0.46432900162375057,0.24532090982148005,-0.5525469640615814,1.4259721043921334,-0.22642488230950747,-0.5276882108523725,0.47059888367530556,-0.5545592164352273,-0.09335463880830419,-1.4291951406656567,-0.42059265029468185,1.6383628043063925,1.2183294729963836,0.7380852891765619,-1.640097994404594,-2.759334252882547,0.13188848288201976,0.4832111705227725,-0.4965569494004076,0.734267752256553,0.4878694590272292,-0.633215200214311,-1.5966412740291398,-1.0346274624226843,-1.3764420096740868,0.2039455875575884,-0.6192218017902551,-0.18761148045831888,0.6081614225040394,-1.6927302200258794,-0.28706413842757433,-0.3779561023254147,-0.03190796139931662,-1.0023444905206453,-1.3001334532890092,-1.5904960103588794,-4.258492022133275,-0.3237968114605554,-4.210217087261339,-1.10264026067653,0.4255706491729212
008,-1.4716409895355647,-0.9454089392333186,-1.3124075274015732,-2.0675517506137857,-1.3374691962379814,-0.49768042669780665,0.30164005224228674,0.5087953762057916,-0.5743684072643994,-0.6062912117670797,-1.0738816304705456,-0.27855720452375576,-0.15169395979153333,-0.6185620960756657,-1.3322395768016793,-0.25142006952314555,-0.4505633999917391,-0.7008619472240787,0.2597707397113037,-0.28472549845043216,-1.8305770392422596,-0.2940668824944833,-1.863501623369026,-0.49549042617583516,-1.3408761903479927,0.22844408541220923,-2.2102455388771793,-1.1080760642605152,-0.39225365540884194,-0.5412856185919721,-0.5090094983220423,-2.9534696610154354,-2.3767561857302844,-1.1803502486916322,-2.1668804031552145,-1.7421279392258024,-1.3789522549178916,0.5379306089728698,-0.6630464040951248,-1.2132042509296286,0.7441636359027499,-0.2976970389678387,-1.073400447603582,0.09822217585796356,-1.6437756372191135,0.14696593795899793,-0.08219071749909079,-0.6111840967150877,-0.7683699251574244,0.6022523913841444,-1.8776386773087683,-0.29375243022357345,-0.7315912427719061,0.625226614352625,0.12374725831703598,-0.7798316183911509,-1.3906621072392868,-0.24666026232499627,-2.740735047351463,-2.339358084997132,-2.7889830986914044,-1.5355030667694305,-0.7198289385164391,-0.8270862468922291
009,-0.1624773970516321,2.2500731043647515,1.3877618932772213,1.8324939286749653,0.7781515628762649,1.1413961650955988,0.07874084052346458,-0.20077185656115776,0.4564904503204048,-1.6608836149051602,1.6050884147004483,-1.0327402319673946,-1.1847033698441438,-0.6780467049789349,-1.334548135630671,-1.7134903870026172,-0.6554011717314799,0.4183472995108588,0.9053138262898114,0.02031414188337971,1.685262778360537,-0.5343058091732082,1.1501798282292124,-0.2742928973460236,3.329689662671922,-0.6257302011616592,2.7300046894277297,1.1361261044672486,1.1491389405778283,-0.2576078465667749,1.6250335467911599,-1.934764323237503,-0.8828856707488171,1.0386122991270583,1.3933049434579479,1.436875828072773,-0.7786626183771659,-1.2527523889893408,0.06303269059893107,0.6771993278612757,-1.4072504387364797,-0.21589904919517006,-0.4169040819646819,-0.9806427264659288,-1.3802561298082785,-0.7137549644759453,-0.7441069123495929,-0.8128291378173367,-2.4205936567303032,-1.1143405294417383,-1.917451571884034,-0.470953740862733,-1.0730284047880672,0.14412481192686655,-0.700719167783107,-1.5622637767470033,-0.0975863124059625,-0.17662313251232598,-0.734960527512764,-1.4062893452876701,0.898452791159418,-1.995328514437217,-2.88787075069301,-0.4763752485563582
010,-3.144029522825891,-3.3275367943362095,-4.04587458017231,-2.110352013908398,-3.2430573323812597,-2.8827238699326174,-0.3437888937701304,-2.963022150635293,-1.3861640712269432,-1.9714988850930957,-0.4300442247208137,-1.757369570349713,-0.13687419276794843,-0.8074235817906414,-0.5383889585987485,-1.462079437429264,-0.6296488666393374,-0.3233033567037355,-1.910499133585211,-1.4674721218427906,-2.0947078730764916,-2.1668570353633863,-2.318670232444921,-3.1834694704062594,-3.846600943308662,-2.692811116067854,-2.6348141933289546,-2.0290474013771567,-1.1181749958996163,-1.695970619376098,-2.1574124520310938,-2.8175098469936994,-2.852442816883279,-2.042870632640985,-2.8890485437516724,-1.6793772240649776,-2.8413916092783973,-3.26580617101013,-2.6162116381683522,-0.9964292436581417,-0.7819234303196767,-0.8969940270185073,-0.4591605611052805,-0.4560698460456982,-1.460578101302576,0.3037557446894408,-2.547409018353034,-0.37032003816676784,0.14531098419614508,-0.2624644914584944,-1.062199239897518,-0.45568742396651846,-1.8711609803324718,-0.09087282431592314,-0.7549669236057233,0.6035014264275812,-0.034602794780779045,0.04544516915366403,-0.48591558507126287,-1.8649154609992542,-1.9676105728352347,-1.5859057541911135,-3.4395633796281775,-1.6186938671021227
