subject,Af3,Af4,Af7,Af8,Afz,C1,C2,C3,C4,C5,C6,Cp1,Cp2,Cp3,Cp4,Cp5,Cp6,Cpz,Cz,F1,F2,F3,F4,F5,F6,F7,F8,Fc1,Fc2,Fc3,Fc4,Fc5,Fc6,Fcz,Fp1,Fp2,Fpz,Ft7,Ft8,Fz,Iz,O1,O2,Oz,P1,P2,P3,P4,P5,P6,P7,P8,Po3,Po4,Po7,Po8,Poz,Pz,T10,T7,T8,T9,Tp7,Tp8
001,-0.2189677518862747,-0.7079333300451458,-0.1921283484410121,-0.6720109995029703,-0.46419762812383625,-0.25608051893487055,-0.6486327859680175,-0.19492600360307852,-0.5736483061488659,-0.12139350909218397,-0.6554431525726689,-0.39530382493577276,-0.5311303591769814,-0.34399578095811967,-0.7072094746035373,-0.2358546073678799,-0.5362265785554416,-0.57108995429815,-0.3552587610447383,-0.47247666952097056,-0.5731373763183059,-0.3345608204419245,-0.5023840222692411,-0.32131153152357206,-0.6186038275830834,-0.13848705672208825,-0.13614651795692223,-0.3011467030641277,-0.5570480250352067,-0.31235056819494883,-0.8104516402049633,-0.2525796919669902,-0.593162441054118,-0.6632107301722288,-0.37920450329287186,-0.4422226744124324,-0.5644041379504984,-0.19351277773668288,-0.43474199966669036,-0.5669052768071238,0.19431713150841634,-0.19350536539872973,-0.2226301625799118,-0.32035203071936375,-0.3140528169141625,-0.478556260086725,-0.3497380965104847,-0.43521736669630817,-0.42773985216821764,-0.5733493506546208,-0.49535795055235077,-0.6694516528193777,-0.4634548390943146,-0.3389984412521645,-0.5483409013531619,-0.2902599543698227,-0.29600742869237756,-0.38333930793626686,-0.19872865933466646,-0.3913626775320172,-0.390022688128996,-0.37012076979861763,-0.43588081658935907,-0.5155978573032574
002,0.25633557018503417,-0.021200918016975268,0.3249794126842379,-0.067433522182486,-0.14198986849554088,0.30459440904696944,0.047109108245715944,-0.07542450183587388,0.18776323921481755,0.01494511826285247,0.011253880732372767,-0.1260434726933933,0.08916039518417636,0.2738479622774558,0.1656638779258493,-0.07414445000590325,0.09543619526508695,0.33753567456223216,0.0878293571364041,0.3185415370795023,-0.09022103266035014,0.5732831469216666,0.011634340442828434,0.16233781283764384,-0.00955853194888695,0.37784474816971736,-0.2458989520542383,0.29535539472843275,0.004551254966076362,0.15493841015933546,0.27763498867587166,-0.09403711525813555,0.004206040633678271,0.14732409696904086,-0.17221627307455967,-0.2345311527365007,-0.3755490205330747,0.2461848143743732,0.696949625083257,0.11154287215910036,-0.2016293523317833,-0.34693012502009035,-0.44066839640918676,-0.2276168545211015,-0.30667918222754764,0.3861577694837358,-0.10837015164302277,0.4130927133192086,0.1168281326291116,-0.06848589743446537,-0.44799192103411967,-0.342276275964485,-0.17597382482443663,-0.07790362537013792,-0.44967989135710135,-0.4522478629958371,0.20291935984154982,-0.018244719081684707,0.12600141584534316,-0.2443055378601083,0.05673918289323879,0.15380822244479175,-0.2662673742362709,0.010360189900080224
003,0.1435094757213322,0.3673645887056546,0.381887866828147,0.3638207511523318,0.25073080175702334,0.6013639456533677,0.5721601820820927,0.4932702275296917,0.524468820589378,0.5004943730911046,-0.07603866120251143,0.6552292987341019,0.4865448386183717,0.662988587962151,0.49568440775645417,0.4041025445221945,0.24218117882065687,0.7085583363085606,0.5335929523525352,0.33215574447926666,0.5733011995147762,0.4250615564658504,0.5977688184387325,0.49983214756958405,0.4526525279374388,0.5630355943422632,0.21766046619711088,0.3221443151195807,0.31191059403828675,0.31527727544861817,0.3092210923275732,0.30408674575844585,0.3074438262942444,0.43566660493210047,0.3584691254456011,0.1915622535506985,0.36498963672807644,0.47133577118876974,0.14565071796313028,0.49459321395761036,0.9025186495950714,0.9775921439630219,0.823731729569166,0.9008847601878873,0.6660035429638334,0.6412328964098875,0.7090036190199869,0.6400693973686666,0.599651207547873,0.5027511308339694,0.43880451556212885,0.4894440932411969,0.9559411052019883,0.7475133718121507,0.801538625161208,0.6579186291533522,0.9566358124469984,0.7982224275471554,0.14428625099297265,0.5626254174465736,0.2986494093390615,0.7229838077173235,0.44641250546463984,0.6743759933089356
004,0.35110907865734886,0.20243427464231484,-0.07464779717807504,-0.33558192289576905,0.07995932007345548,-0.23502381997100524,0.3338041985922554,-0.03767209749334577,0.3104409061436135,0.2916225760449097,0.05978840821849514,-0.10454213408825021,0.04368391990691936,0.03583839077558104,-0.2353460326833578,0.1601053282728332,0.23549309247915345,-0.04405309717483705,0.024864617383067625,0.15512587580860543,-0.18349980800747845,0.4973383362356182,-0.16212913421522124,0.19156485727061995,-0.34430611727902194,0.5245326300352827,-0.15094502712734242,-0.41386202015275847,0.051407071209024324,-0.23325988746922677,-0.09891799043010295,0.12295864624589856,-0.07238594617378898,0.07634683661662028,0.057189146844096185,-0.23567374172773126,0.22574676472414526,0.1341122300320445,1.626695964299428,0.033147606224575424,-0.40555392886975883,-0.2312918835535166,-0.6653167994370809,-0.5878247181226237,-0.0073761705075436335,0.04065755463927226,-0.17614144432054224,-0.13554795485986632,-0.23593824659514243,-0.3435318818842596,-0.21404961301570574,-0.49213343622307326,-0.2862107026296434,-0.3937471122282025,-0.2949492123736825,-0.3618534221081967,-0.530878212029211,-0.4679708216646779,-0.037565154820833724,0.0912609891090014,-0.21505045331675454,0.5421998992245121,0.02577869218512078,-0.45414840680589436
005,0.16551176934736253,0.2768420476754235,0.24998262511395597,0.42167331398976704,-0.021360481720311908,0.3513769799586446,0.07254494683577609,0.1219678735430806,-0.3848248543872955,0.19100285084034105,0.08604147236581017,0.4300002020735608,-0.17098837831400104,0.29149400754506094,-0.03632771756391845,0.3910925307927287,0.09738225030508643,0.16912121234812993,0.42951438006302717,0.10644824326158757,0.21640330644897243,-0.09623956740463499,0.48204344034336566,0.6217208186621879,-0.01872668917432091,0.34877759534581004,0.2916923442641334,0.23704254046953566,0.058149368123213585,0.23274831223155232,0.5084668415752885,0.09454113069169842,0.22272736913782604,0.2523165453430697,0.4138195800097703,0.5604728783466264,0.24672108029179945,0.04990230040355437,0.10413284577790281,0.2027867911852286,0.07089289575002825,0.32105342760119604,0.26331062131905525,0.4318773270079493,0.10960755343134282,0.034573080514411714,0.4039865039873184,-0.09574743791288814,-0.4221025486853758,0.41644319622398596,0.1713767583276765,0.18199847862571888,0.11873947720789473,0.14406637808061984,0.4987013861208591,0.006740028464953057,0.12367518527759783,0.005099590462873116,0.0542795941142877,-0.14659311829861182,0.20772130689989715,0.07026215279301266,0.23225991320978465,-0.39452773012906034
006,-0.18068206827062652,-0.18179313775064665,-0.11629064579970966,-0.215108766652273,0.19896936661347575,-0.20339042692970763,-0.4425683123440114,-0.1641157187531228,-0.3411279873771119,-0.07219793332674428,0.11294725470180715,0.25835483677550886,-0.5371855974487083,0.27230996143272657,-0.536760059367121,0.49969718440999245,-0.3443399660462353,-0.25130161673749135,-0.28195244181454754,0.10316801343794058,-0.04767019724009286,0.17815127119317584,-0.0515159105098808,0.13533497154946506,-0.03829912042671285,0.10875240116716914,0.28097969226488156,0.004707839574607298,-0.25684009031404015,-0.026187422419611583,-0.21822886192366717,0.26087059992983597,-0.16144847544804775,-0.052276041929033235,-0.31473864866109036,-0.3468289459506956,-0.11509614539888613,0.08383208148523816,0.02325476017486572,0.18361209882979074,-0.6050510681441523,-0.0658948940674568,-0.17746705431360912,-0.08467810373549589,-0.0818957440518347,-0.17992654576949543,-0.09766614846663971,-0.2957755240583956,0.3350549472131358,-0.3273647725137342,0.3455285350179254,0.00962061093816384,-0.0911265297190493,-0.3477154520765775,0.022105125721413404,-0.36979399713619476,-0.2321066542874018,-0.12953728381772342,-0.03492193901306842,0.09473746288595919,0.003860717456884613,0.22750507299319964,0.3055801078344439,0.015048913912523748
007,0.1304940323580914,0.3324109109075183,0.4627257748448859,0.34797725172364896,-0.20315050393579606,0.3792230629297589,0.3860000595606157,0.5840771206769414,0.34156976936781525,0.39035669946911833,0.5393460519458986,0.4916003080691405,0.4240839721078348,0.37652624639895227,0.4433886333377777,0.5109201050944728,0.2914282157525272,0.41425495218985087,0.40404765904270246,0.06486059046139184,0.06989488454855261,0.02437785896639491,0.02984172486750855,0.4467576884812581,0.11182627565788769,0.6856542613761992,0.29623435478503746,0.024643542482222294,0.2440567046344334,0.24001933274196446,0.2556127833797788,0.42946384901695894,0.1983597757658555,0.27077052664318446,0.38728419994286606,0.24285863932203378,0.26674870242273396,0.6678643047089514,0.58563938989096,0.05871870548082739,0.3037521159756765,0.15626507933127545,1.1438014645258767,0.7647098391474222,0.5736647322369104,0.5264837129820974,0.20006009454866314,0.3213913167032934,0.22843727819073242,0.7717889975447072,-0.2042019196656411,0.7386201779974698,0.30744119429143,0.8051555477269221,-0.15489204753215585,0.7715194687395213,0.4929743343025106,0.5033214875224548,0.2410379555622038,0.3405805148998382,0.37388843654927956,0.5359136611328874,0.2280639046679766,0.6705574845807607
008,-0.3802900845462571,-0.5195176022129463,-0.25251669497923723,-0.5661164466248945,-0.5718732794692292,-0.03575660208119688,-0.26237076825478967,0.028904013623178904,-0.46730366356025754,-0.2940330990612282,-0.23917805029798536,-0.17682578906650265,-0.1356273491773725,-0.3026045402652108,-0.13754464441035896,-0.3595362539624264,-0.6669159332198986,0.1587156853742393,0.045312189200904615,-0.38030147220485283,-0.5154814181681506,-0.4348324199353796,-0.5121722559962243,-0.36566839687907604,-0.5095388472356279,0.07859035711891263,-0.7553072404698714,-0.2443508102489075,-0.4645508102056336,-0.25228536944071867,-0.46901384557618253,-0.3501926011144156,-0.5823295780036456,-0.45384745035682494,-0.4255526456173777,-0.6074064391722016,-0.583105865570337,0.12948959429495802,-0.808301895834846,-0.40950141172987553,-0.2807597704938731,-0.24940447760153198,-0.029966733300237053,-0.11691964787168095,-0.11598153264128032,-0.1558719439135991,-0.25874511363417735,-0.14759087791392522,-0.43866365398220314,-0.27405585569587654,-0.6421973817096805,-0.6150687655745827,-0.2527022829597254,0.00926625194303185,-0.2932572879771661,-0.33726459058875985,0.13216916516444077,-0.12933557149523423,-0.7460724368159382,-0.35071094538869096,-0.4570198948667784,-0.11374696148379672,-0.45890822205487536,-0.23005566979142938
009,-0.4275233537383209,-0.5428115063990959,-0.7880329392416529,-0.4437965285500672,-0.6978225179406817,-0.28980483321885664,-0.4261807236102838,-0.4232768777210563,-0.5434906210186753,-0.4931535577501593,-0.8158830594498216,-0.3320364675461128,-0.3497081907058517,-0.23869574927914944,-0.6462800691554287,-0.6559493693055694,-0.8599232708003803,0.05435002760653186,-0.27273219184608066,-0.5622702910200224,-0.5726505111328895,-0.6157251072436354,-0.4761762792603049,0.3596020618606742,-0.7937049868257985,-0.24783012734445503,-0.18609090544350476,-0.20335282346286837,-0.37692268377371,-0.2566928493255972,-0.6881425878761414,-0.27772644004632185,-0.8303828282773598,-0.5872623685695391,-0.48233422693608385,-0.40643059859519215,-0.2056829395891693,-0.4596498485259606,-0.5929667491030411,-0.6354813077179888,-0.13335942251304916,-0.4681332076611495,-0.1905083468043026,-0.24360136600534116,-0.2969970793203296,-0.22361782355276444,-0.18480688137599194,-0.3015200264967073,-0.23867925800820539,-0.614272996004923,-0.24928284616815444,-0.20237116129887436,-0.33259141130761466,-0.24282650722522262,-0.2999499379546148,-0.06911292603465191,-0.05217088824783525,-0.31364022309000894,-0.4508093621323923,-0.8006287999059367,-0.7715181915869478,-0.10883425848372627,-0.25907386543238886,-0.5312704290577714
010,0.20188658698745165,0.10830886556647124,0.2166531852384877,0.09710559465127812,0.07206842372449582,-0.06274943957059848,-0.22901708532745346,-0.12014714679096905,0.037491509593916866,0.28966263880328685,0.35017609198588207,0.014858076768277842,-0.10802259016604993,0.43797310535140577,0.3082622681781592,0.0437224891076355,0.1813007477421802,-0.15540582845282475,-0.27913530995859165,0.11801319766146562,-0.21028612469484392,-0.2512325251814411,-0.16235637664993538,-0.31563594698561487,0.15612591774267445,0.1912835127310052,0.2428144784469139,-0.1748601165343577,-0.2856623889178147,-0.02939327028403249,-0.16926390719172574,0.4534392494235693,0.08802281168016615,-0.26089549153694214,-0.09327952213778162,-0.0568496650006462,-0.1001539407734785,0.08649418774221199,0.10672951281094778,-0.5073331149027934,-0.02298633575700809,0.5069852684720422,0.8183885600113808,0.8966215607190116,-0.08543390745455001,0.1280644769617515,0.09147861980288695,0.3780153748869306,0.11513511289982405,0.4601467017328741,0.5975027695144354,0.26873219972705553,0.11505762890512405,0.7322628934978626,0.4185771193912984,0.7466568910219565,0.6811961288034393,0.2119365744300423,-0.9468339056712916,0.005203656636800114,-0.03214051018444308,-0.004514253172330035,0.4087156824472832,0.04945738276364761
